experiment,run_id,instance_id,bom_file,strategy,model_type,service_time_promised,suppliers_available,tax_rate,cap_value,objective_value,total_cost_with_tax,total_cost_without_tax,procurement_cost,inventory_holding_cost,carbon_cost,achieved_service_time,service_constraint_binding,total_emissions,baseline_emissions,emission_reduction_pct,WIP,WIP_reduction_pct,DIO,DIO_improvement_pct,ITR,buffer_count,avg_decoupled_lead_time,suppliers_used,solver_status,runtime_sec,mip_gap
carbon_tax_sweep,TAX-bom_13-0.02,bom_13,bom_supemis_13.csv,EMISTAXE,PLM,1,10,0.02,2500000,558780,558698.34,330910,,,227788.34,0,0,11389417,29495946,61.386500368559,,,78,41.791044776119,,13,5.5714285714286,8,OPTIMAL,0.39,
carbon_tax_sweep,TAX-bom_13-0.03,bom_13,bom_supemis_13.csv,EMISTAXE,PLM,1,10,0.03,2500000,672670,672592.51,330910,,,341682.51,0,0,11389417,29495946,61.386500368559,,,78,41.791044776119,,13,5.5714285714286,8,OPTIMAL,0.17,
carbon_tax_sweep,TAX-bom_13-0.05,bom_13,bom_supemis_13.csv,EMISTAXE,PLM,1,10,0.05,2500000,900460,900380.85,330910,,,569470.85,0,0,11389417,29495946,61.386500368559,,,78,41.791044776119,,13,5.5714285714286,8,OPTIMAL,0.19,
carbon_tax_sweep,TAX-bom_13-0.10,bom_13,bom_supemis_13.csv,EMISTAXE,PLM,1,10,0.1,2500000,1469900,1469851.7,330910,,,1138941.7,0,0,11389417,29495946,61.386500368559,,,78,41.791044776119,,13,5.5714285714286,8,OPTIMAL,0.13,
carbon_tax_sweep,TAX-bom_26-0.00,bom_26,bom_supemis_26.csv,EMISTAXE,PLM,1,10,0,2500000,867550,867120,867120,,,0,0,0,41574400,41574400,0,,,430,0,,1,15.925925925926,5,OPTIMAL,0.06,
carbon_tax_sweep,TAX-bom_26-0.01,bom_26,bom_supemis_26.csv,EMISTAXE,PLM,1,10,0.01,2500000,1260600,1260242,896260,,,363982,0,0,36398200,41574400,12.450450277094,,,376,12.558139534884,,1,13.925925925926,8,OPTIMAL,0.23,
carbon_tax_sweep,TAX-bom_26-0.02,bom_26,bom_supemis_26.csv,EMISTAXE,PLM,1,10,0.02,2500000,1578900,1578556,968140,,,610416,0,0,30520800,41574400,26.587515394089,,,328,23.720930232558,,1,12.148148148148,4,OPTIMAL,0.53,
carbon_tax_sweep,TAX-bom_26-0.03,bom_26,bom_supemis_26.csv,EMISTAXE,PLM,1,10,0.03,2500000,1860300,1859973.5,1050140,,,809833.5,0,0,26994450,41574400,35.069537984914,,,291,32.325581395349,,2,10.777777777778,4,OPTIMAL,0.53,
carbon_tax_sweep,TAX-bom_26-0.05,bom_26,bom_supemis_26.csv,EMISTAXE,PLM,1,10,0.05,2500000,2362500,2362255,1345920,,,1016335,0,0,20326700,41574400,51.10765278633,,,231,46.279069767442,,8,8.5555555555556,6,OPTIMAL,0.84,
carbon_tax_sweep,TAX-bom_26-0.10,bom_26,bom_supemis_26.csv,EMISTAXE,PLM,1,10,0.1,2500000,3251000,3250790,1565720,,,1685070,0,0,16850700,41574400,59.468567195197,,,211,50.93023255814,,12,7.8148148148148,4,OPTIMAL,1.28,
carbon_tax_sweep,TAX-bom_50-0.00,bom_50,bom_supemis_50.csv,EMISTAXE,PLM,1,10,0,2500000,1382200,1381460,1381460,,,0,0,0,194576659,194576659,0,,,706,0,,5,13.843137254902,5,OPTIMAL,0.08,
carbon_tax_sweep,TAX-bom_50-0.01,bom_50,bom_supemis_50.csv,EMISTAXE,PLM,1,10,0.01,2500000,2941500,2940926.172,1731440,,,1209486.172,0,0,120948617.2,194576659,37.840120278764,,,527,25.354107648725,,6,10.333333333333,6,OPTIMAL,0.42,
carbon_tax_sweep,TAX-bom_50-0.02,bom_50,bom_supemis_50.csv,EMISTAXE,PLM,1,10,0.02,2500000,4093300,4092840.756,2252340,,,1840500.756,0,0,92025037.8,194576659,52.704996440503,,,463,34.419263456091,,9,9.078431372549,5,OPTIMAL,1.09,
carbon_tax_sweep,TAX-bom_50-0.03,bom_50,bom_supemis_50.csv,EMISTAXE,PLM,1,10,0.03,2500000,4988600,4988164.028,2397440,,,2590724.028,0,0,86357467.6,194576659,55.617766260443,,,429,39.235127478754,,10,8.4117647058824,3,OPTIMAL,0.97,
carbon_tax_sweep,TAX-bom_50-0.05,bom_50,bom_supemis_50.csv,EMISTAXE,PLM,1,10,0.05,2500000,6619700,6619309.52,2782820,,,3836489.52,0,0,76729790.4,194576659,60.565778652824,,,369,47.733711048159,,13,7.2352941176471,4,OPTIMAL,1.2,
carbon_tax_sweep,TAX-bom_50-0.10,bom_50,bom_supemis_50.csv,EMISTAXE,PLM,1,10,0.1,2500000,9857700,9857433.36,5346180,,,4511253.36,0,0,45112533.6,194576659,76.815033297493,,,276,60.906515580737,,30,5.4117647058824,3,OPTIMAL,1.27,
carbon_tax_sweep,TAX-bom_ml4_30-0.00,bom_ml4_30,bom_supemis_ml4_30.csv,EMISTAXE,PLM,1,10,0,2500000,378730,378440,378440,,,0,0,0,13603260,13603260,0,,,290,0,,3,9.3548387096774,4,OPTIMAL,0.23,
carbon_tax_sweep,TAX-bom_ml4_30-0.01,bom_ml4_30,bom_supemis_ml4_30.csv,EMISTAXE,PLM,1,10,0.01,2500000,511270,510996.6,382640,,,128356.6,0,0,12835660,13603260,5.6427650430853,,,274,5.5172413793103,,3,8.8387096774194,3,OPTIMAL,0.42,
carbon_tax_sweep,TAX-bom_ml4_30-0.02,bom_ml4_30,bom_supemis_ml4_30.csv,EMISTAXE,PLM,1,10,0.02,2500000,639630,639353.2,382640,,,256713.2,0,0,12835660,13603260,5.6427650430853,,,274,5.5172413793103,,3,8.8387096774194,3,OPTIMAL,1.08,
carbon_tax_sweep,TAX-bom_ml4_30-0.03,bom_ml4_30,bom_supemis_ml4_30.csv,EMISTAXE,PLM,1,10,0.03,2500000,750080,749855.8,469360,,,280495.8,0,0,9349860,13603260,31.267504995126,,,222,23.448275862069,,12,7.1612903225806,2,OPTIMAL,1.11,
carbon_tax_sweep,TAX-bom_ml4_30-0.05,bom_ml4_30,bom_supemis_ml4_30.csv,EMISTAXE,PLM,1,10,0.05,2500000,929160,928943,488016,,,440927,0,0,8818540,13603260,35.173333450952,,,215,25.862068965517,,14,6.9354838709677,3,OPTIMAL,1.53,
carbon_tax_sweep,TAX-bom_ml4_30-0.10,bom_ml4_30,bom_supemis_ml4_30.csv,EMISTAXE,PLM,1,10,0.1,2500000,1193700,1193594,748320,,,445274,0,0,4452740,13603260,67.267110971929,,,147,49.310344827586,,30,4.741935483871,1,OPTIMAL,0.92,
carbon_tax_sweep,TAX-bom_par4-0.00,bom_par4,bom_supemis_par4.csv,EMISTAXE,PLM,1,10,0,2500000,169980,169920,169920,,,0,0,0,5939600,5939600,0,,,57,0,,6,5.1818181818182,4,OPTIMAL,0.42,
carbon_tax_sweep,TAX-bom_par4-0.01,bom_par4,bom_supemis_par4.csv,EMISTAXE,PLM,1,10,0.01,2500000,220400,220348.8,175319,,,45029.8,0,0,4502980,5939600,24.187150649875,,,48,15.789473684211,,8,4.3636363636364,3,OPTIMAL,0.25,
carbon_tax_sweep,TAX-bom_par4-0.02,bom_par4,bom_supemis_par4.csv,EMISTAXE,PLM,1,10,0.02,2500000,265430,265378.6,175319,,,90059.6,0,0,4502980,5939600,24.187150649875,,,48,15.789473684211,,8,4.3636363636364,3,OPTIMAL,0.14,
carbon_tax_sweep,TAX-bom_par4-0.03,bom_par4,bom_supemis_par4.csv,EMISTAXE,PLM,1,10,0.03,2500000,301000,300961.4,207044,,,93917.4,0,0,3130580,5939600,47.293083709341,,,42,26.315789473684,,10,3.8181818181818,3,OPTIMAL,0.11,
carbon_tax_sweep,TAX-bom_par4-0.05,bom_par4,bom_supemis_par4.csv,EMISTAXE,PLM,1,10,0.05,2500000,363620,363573,207044,,,156529,0,0,3130580,5939600,47.293083709341,,,42,26.315789473684,,10,3.8181818181818,3,OPTIMAL,0.17,
carbon_tax_sweep,TAX-bom_par4-0.10,bom_par4,bom_supemis_par4.csv,EMISTAXE,PLM,1,10,0.1,2500000,520140,520102,207044,,,313058,0,0,3130580,5939600,47.293083709341,,,42,26.315789473684,,10,3.8181818181818,3,OPTIMAL,0.09,
carbon_cap_sweep,CAP-bom_5-100,bom_5,bom_supemis_5.csv,EMISCAP,PLM,1,10,0.01,2932200,48670,48640,48640,,,29322,0,0,2932200,2932200,0,,,30,0,,3,5,4,OPTIMAL,0.03,
carbon_cap_sweep,CAP-bom_5-95,bom_5,bom_supemis_5.csv,EMISCAP,PLM,1,10,0.01,2785590,48844,48815,48815,,,26462,0,0,2646200,2932200,9.7537685014665,,,29,3.3333333333333,,3,4.8333333333333,3,OPTIMAL,0.16,
carbon_cap_sweep,CAP-bom_5-90,bom_5,bom_supemis_5.csv,EMISCAP,PLM,1,10,0.01,2638980,51582,51555,51555,,,22537,0,0,2253700,2932200,23.139622126731,,,27,10,,4,4.5,3,OPTIMAL,0.08,
carbon_cap_sweep,CAP-bom_5-85,bom_5,bom_supemis_5.csv,EMISCAP,PLM,1,10,0.01,2492370,51582,51555,51555,,,22537,0,0,2253700,2932200,23.139622126731,,,27,10,,4,4.5,3,OPTIMAL,0.09,
carbon_cap_sweep,CAP-bom_5-80,bom_5,bom_supemis_5.csv,EMISCAP,PLM,1,10,0.01,2345760,51582,51555,51555,,,22537,0,0,2253700,2932200,23.139622126731,,,27,10,,4,4.5,3,OPTIMAL,0.05,
carbon_cap_sweep,CAP-bom_5-75,bom_5,bom_supemis_5.csv,EMISCAP,PLM,1,10,0.01,2199150,60283,60260,60260,,,15030,0,0,1503000,2932200,48.741559238797,,,23,23.333333333333,,5,3.8333333333333,3,OPTIMAL,0.06,
carbon_cap_sweep,CAP-bom_5-70,bom_5,bom_supemis_5.csv,EMISCAP,PLM,1,10,0.01,2052539,60283,60260,60260,,,15030,0,0,1503000,2932200,48.741559238797,,,23,23.333333333333,,5,3.8333333333333,3,OPTIMAL,0.05,
carbon_cap_sweep,CAP-bom_13-100,bom_13,bom_supemis_13.csv,EMISCAP,PLM,1,10,0.01,29495946,116580,116450,116448,,,294959.46,0,0,29495946,29495946,0,,,134,0,,7,9.5714285714286,10,OPTIMAL,0.11,
carbon_cap_sweep,CAP-bom_13-95,bom_13,bom_supemis_13.csv,EMISCAP,PLM,1,10,0.01,28021148,118540,118410,118411,,,278705.21,0,0,27870521,29495946,5.5106725514076,,,127,5.2238805970149,,7,9.0714285714286,8,OPTIMAL,0.17,
carbon_cap_sweep,CAP-bom_13-90,bom_13,bom_supemis_13.csv,EMISCAP,PLM,1,10,0.01,26546351,119680,119560,119556,,,261476.46,0,0,26147646,29495946,11.35172948852,,,127,5.2238805970149,,7,9.0714285714286,8,OPTIMAL,0.11,
carbon_cap_sweep,CAP-bom_13-85,bom_13,bom_supemis_13.csv,EMISCAP,PLM,1,10,0.01,25071554,127220,127100,127100.5,,,249939.22,0,0,24993922,29495946,15.263195830369,,,120,10.44776119403,,9,8.5714285714286,8,OPTIMAL,0.16,
carbon_cap_sweep,CAP-bom_13-80,bom_13,bom_supemis_13.csv,EMISCAP,PLM,1,10,0.01,23596756,128010,127890,127888,,,235573.72,0,0,23557372,29495946,20.133526146271,,,117,12.686567164179,,9,8.3571428571429,8,OPTIMAL,0.11,
carbon_cap_sweep,CAP-bom_13-75,bom_13,bom_supemis_13.csv,EMISCAP,PLM,1,10,0.01,22121959,151740,151640,151636,,,220779.92,0,0,22077992,29495946,25.149062857655,,,102,23.880597014925,,10,7.2857142857143,7,OPTIMAL,0.33,
carbon_cap_sweep,CAP-bom_13-70,bom_13,bom_supemis_13.csv,EMISCAP,PLM,1,10,0.01,20647162,170610,170520,170516,,,199636.82,0,0,19963682,29495946,32.317200472228,,,90,32.835820895522,,10,6.4285714285714,7,OPTIMAL,0.39,
carbon_cap_sweep,CAP-bom_26-100,bom_26,bom_supemis_26.csv,EMISCAP,PLM,1,10,0.01,41574400,867550,867120,867120,,,415744,0,0,41574400,41574400,0,,,430,0,,1,15.925925925926,3,OPTIMAL,0.09,
carbon_cap_sweep,CAP-bom_26-95,bom_26,bom_supemis_26.csv,EMISCAP,PLM,1,10,0.01,39495680,874560,874160,874160,,,392005,0,0,39200500,41574400,5.7100042333744,,,402,6.5116279069767,,1,14.888888888889,4,OPTIMAL,0.16,
carbon_cap_sweep,CAP-bom_26-90,bom_26,bom_supemis_26.csv,EMISCAP,PLM,1,10,0.01,37416960,888540,888160,888160,,,372361,0,0,37236100,41574400,10.435027324507,,,384,10.697674418605,,1,14.222222222222,5,OPTIMAL,0.16,
carbon_cap_sweep,CAP-bom_26-85,bom_26,bom_supemis_26.csv,EMISCAP,PLM,1,10,0.01,35338240,909550,909180,909180,,,352894,0,0,35289400,41574400,15.117476139163,,,368,14.418604651163,,1,13.62962962963,7,OPTIMAL,0.24,
carbon_cap_sweep,CAP-bom_26-80,bom_26,bom_supemis_26.csv,EMISCAP,PLM,1,10,0.01,33259520,932160,931800,931800,,,330151,0,0,33015100,41574400,20.587909867611,,,360,16.279069767442,,1,13.333333333333,6,OPTIMAL,0.23,
carbon_cap_sweep,CAP-bom_26-75,bom_26,bom_supemis_26.csv,EMISCAP,PLM,1,10,0.01,31180800,957480,957140,957140,,,311444,0,0,31144400,41574400,25.08755387931,,,336,21.860465116279,,1,12.444444444444,6,OPTIMAL,0.69,
carbon_cap_sweep,CAP-bom_26-70,bom_26,bom_supemis_26.csv,EMISCAP,PLM,1,10,0.01,29102080,1008500,1008200,1008240,,,290102,0,0,29010200,41574400,30.221001385468,,,309,28.139534883721,,1,11.444444444444,7,OPTIMAL,0.84,
carbon_cap_sweep,CAP-bom_50-100,bom_50,bom_supemis_50.csv,EMISCAP,PLM,1,10,0.01,194576659,1382200,1381500,1381460,,,1945766.59,0,0,194576659,194576659,0,,,706,0,,5,13.843137254902,10,OPTIMAL,0.19,
carbon_cap_sweep,CAP-bom_50-95,bom_50,bom_supemis_50.csv,EMISCAP,PLM,1,10,0.01,184847826,1403600,1402900,1402860,,,1847659.038,0,0,184765903.8,194576659,5.0421028146033,,,690,2.2662889518414,,5,13.529411764706,4,OPTIMAL,0.13,
carbon_cap_sweep,CAP-bom_50-90,bom_50,bom_supemis_50.csv,EMISCAP,PLM,1,10,0.01,175118993,1437000,1436300,1436340,,,1749805.926,0,0,174980592.6,194576659,10.071129035061,,,632,10.481586402266,,5,12.392156862745,6,OPTIMAL,0.36,
carbon_cap_sweep,CAP-bom_50-85,bom_50,bom_supemis_50.csv,EMISCAP,PLM,1,10,0.01,165390160,1498400,1497800,1497760,,,1652525.926,0,0,165252592.6,194576659,15.070700951855,,,606,14.164305949008,,5,11.882352941176,7,OPTIMAL,1.08,
carbon_cap_sweep,CAP-bom_50-80,bom_50,bom_supemis_50.csv,EMISCAP,PLM,1,10,0.01,155661327,1566800,1566100,1566140,,,1555698.212,0,0,155569821.2,194576659,20.047028251215,,,652,7.6487252124646,,6,12.78431372549,6,OPTIMAL,0.98,
carbon_cap_sweep,CAP-bom_50-75,bom_50,bom_supemis_50.csv,EMISCAP,PLM,1,10,0.01,145932494,1602400,1601800,1601800,,,1458799.1,0,0,145879910,194576659,25.027024952669,,,600,15.014164305949,,6,11.764705882353,6,OPTIMAL,0.73,
carbon_cap_sweep,CAP-bom_50-70,bom_50,bom_supemis_50.csv,EMISCAP,PLM,1,10,0.01,136203661,1637600,1637000,1636980,,,1361432.94,0,0,136143294,194576659,30.031024944261,,,616,12.747875354108,,6,12.078431372549,8,OPTIMAL,0.36,
carbon_cap_sweep,CAP-bom_ml4_30-100,bom_ml4_30,bom_supemis_ml4_30.csv,EMISCAP,PLM,1,10,0.01,13603260,378730,378440,378440,,,136032.6,0,0,13603260,13603260,0,,,290,0,,3,9.3548387096774,4,OPTIMAL,0.44,
carbon_cap_sweep,CAP-bom_ml4_30-95,bom_ml4_30,bom_supemis_ml4_30.csv,EMISCAP,PLM,1,10,0.01,12923097,382910,382640,382640,,,128356.6,0,0,12835660,13603260,5.6427650430853,,,274,5.5172413793103,,3,8.8387096774194,3,OPTIMAL,0.28,
carbon_cap_sweep,CAP-bom_ml4_30-90,bom_ml4_30,bom_supemis_ml4_30.csv,EMISCAP,PLM,1,10,0.01,12242934,409120,408850,408848,,,121769,0,0,12176900,13603260,10.485427757758,,,267,7.9310344827586,,5,8.6129032258065,2,OPTIMAL,1.17,
carbon_cap_sweep,CAP-bom_ml4_30-85,bom_ml4_30,bom_supemis_ml4_30.csv,EMISCAP,PLM,1,10,0.01,11562771,424660,424400,424400,,,114452.6,0,0,11445260,13603260,15.863844402004,,,255,12.068965517241,,6,8.2258064516129,2,OPTIMAL,1.69,
carbon_cap_sweep,CAP-bom_ml4_30-80,bom_ml4_30,bom_supemis_ml4_30.csv,EMISCAP,PLM,1,10,0.01,10882608,451040,450800,450800,,,106670.4,0,0,10667040,13603260,21.584678966659,,,240,17.241379310345,,8,7.741935483871,3,OPTIMAL,2.39,
carbon_cap_sweep,CAP-bom_ml4_30-75,bom_ml4_30,bom_supemis_ml4_30.csv,EMISCAP,PLM,1,10,0.01,10202445,455830,455600,455600,,,101526.6,0,0,10152660,13603260,25.365978449283,,,234,19.310344827586,,8,7.5483870967742,3,OPTIMAL,2.02,
carbon_cap_sweep,CAP-bom_ml4_30-70,bom_ml4_30,bom_supemis_ml4_30.csv,EMISCAP,PLM,1,10,0.01,9522282,469580,469360,469360,,,93498.6,0,0,9349860,13603260,31.267504995126,,,222,23.448275862069,,12,7.1612903225806,2,OPTIMAL,1.33,
carbon_cap_sweep,CAP-bom_par4-100,bom_par4,bom_supemis_par4.csv,EMISCAP,PLM,1,10,0.01,5939600,169980,169920,169920,,,59396,0,0,5939600,5939600,0,,,57,0,,6,5.1818181818182,4,OPTIMAL,0.05,
carbon_cap_sweep,CAP-bom_par4-95,bom_par4,bom_supemis_par4.csv,EMISCAP,PLM,1,10,0.01,5642620,170210,170150,170151,,,56056,0,0,5605600,5939600,5.6232742945653,,,55,3.5087719298246,,6,5,3,OPTIMAL,0.09,
